id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,outcome
98515,40-64,Male,10-19y,high school,middle class,0.6269960497386653,Yes,before 2015,No,No,10238,13000.0,sedan,1,1,0,No Claim
165623,26-39,Male,10-19y,no education,poverty,0.2947974807719967,Yes,before 2015,Yes,No,10238,15000.0,sedan,0,0,1,No Claim
493590,26-39,Male,10-19y,university,middle class,0.5519504952618395,No,after 2015,No,No,10238,17000.0,sedan,0,0,1,No Claim
389792,65+,Male,0-9y,university,upper class,0.649820471216227,Yes,after 2015,Yes,Yes,32765,9000.0,sedan,0,0,0,Claim
642614,40-64,Male,20-29y,high school,middle class,0.5218044346397632,Yes,after 2015,Yes,Yes,92101,7000.0,sedan,2,0,1,No Claim
951465,65+,Female,30y+,university,upper class,0.7012683240604196,Yes,before 2015,Yes,Yes,10238,10000.0,sedan,3,1,1,No Claim
496987,16-25,Male,0-9y,none,poverty,0.1712440288213211,Yes,before 2015,Yes,Yes,10238,9000.0,sedan,0,0,0,No Claim
732437,16-25,Male,0-9y,none,poverty,0.3184419972124171,Yes,before 2015,No,Yes,32765,10000.0,sedan,0,0,0,Claim
146897,26-39,Female,0-9y,high school,middle class,0.6046842696715551,Yes,before 2015,Yes,Yes,21217,11000.0,sedan,0,0,0,Claim
316173,16-25,Male,0-9y,university,working class,0.5049948526440377,No,after 2015,No,No,32765,8000.0,sedan,0,0,0,Claim
9013,26-39,Male,10-19y,high school,working class,0.6251466352816216,Yes,before 2015,No,Yes,10238,17000.0,sedan,3,0,2,No Claim
511757,40-64,Female,10-19y,none,middle class,,Yes,before 2015,Yes,Yes,10238,11000.0,sedan,2,0,1,No Claim
429947,65+,Male,30y+,university,upper class,,No,after 2015,No,Yes,10238,12000.0,sports car,6,0,5,No Claim
485660,40-64,Male,10-19y,university,upper class,0.5781305873212035,Yes,before 2015,No,Yes,92101,14000.0,sedan,1,0,1,No Claim
80496,65+,Male,30y+,high school,upper class,0.7054542902137054,Yes,before 2015,Yes,Yes,10238,10000.0,sedan,5,1,3,No Claim
478336,40-64,Male,20-29y,university,upper class,0.6595254905875941,Yes,after 2015,No,Yes,10238,16000.0,sedan,4,0,2,No Claim
10843,40-64,Male,20-29y,university,upper class,0.5873836120460223,No,after 2015,Yes,Yes,32765,9000.0,sedan,10,2,0,No Claim
397446,16-25,Male,0-9y,no education,poverty,0.4064824253974476,No,before 2015,No,No,10238,16000.0,sedan,0,0,0,Claim
101678,26-39,Female,10-19y,high school,poverty,0.2857471319596469,No,before 2015,No,Yes,10238,13000.0,sedan,1,0,0,Claim
231661,40-64,Male,20-29y,high school,middle class,0.5022849652731057,No,before 2015,No,No,10238,14000.0,sports car,3,0,4,No Claim
173782,65+,Male,20-29y,high school,upper class,0.6256257210210231,Yes,after 2015,Yes,Yes,10238,7000.0,sedan,7,0,5,No Claim
921097,40-64,Female,20-29y,university,upper class,,Yes,after 2015,Yes,Yes,92101,11000.0,sedan,3,0,2,No Claim
98839,26-39,Female,10-19y,university,working class,0.3931531299744003,Yes,before 2015,No,Yes,32765,12000.0,sedan,1,0,0,No Claim
105372,26-39,Female,10-19y,none,working class,0.5039497598168121,No,before 2015,No,Yes,10238,14000.0,sedan,1,0,0,No Claim
888828,40-64,Male,20-29y,university,upper class,0.6586274302571438,Yes,before 2015,Yes,No,10238,14000.0,sedan,3,0,2,No Claim
37454,26-39,Female,0-9y,high school,working class,0.5241464657501199,No,before 2015,No,No,10238,17000.0,sedan,0,0,0,Claim
370044,65+,Male,20-29y,university,upper class,0.5531007570628673,No,after 2015,Yes,Yes,32765,7000.0,sedan,9,0,1,No Claim
768282,16-25,Female,0-9y,university,working class,0.4475509489142775,No,before 2015,Yes,Yes,10238,8000.0,sedan,0,0,0,Claim
738729,16-25,Female,0-9y,no education,working class,0.5107331365064207,Yes,before 2015,Yes,Yes,10238,7000.0,sedan,0,0,0,Claim
437535,26-39,Female,10-19y,high school,middle class,,Yes,after 2015,Yes,No,10238,15000.0,sedan,0,0,0,No Claim
329536,16-25,Female,0-9y,high school,poverty,0.4613735917269193,No,before 2015,No,No,32765,9000.0,sedan,0,0,0,Claim
328531,40-64,Female,20-29y,university,middle class,0.3875569443647317,No,after 2015,No,Yes,32765,12000.0,sedan,2,0,1,No Claim
123941,40-64,Female,20-29y,university,middle class,0.5701572256616224,Yes,after 2015,Yes,Yes,10238,,sedan,0,0,0,No Claim
131881,26-39,Male,10-19y,university,working class,0.5501250875743224,Yes,before 2015,No,No,10238,16000.0,sedan,0,1,0,No Claim
839572,40-64,Male,20-29y,high school,working class,0.4529442316093683,No,before 2015,Yes,Yes,10238,12000.0,sedan,3,0,1,No Claim
171578,26-39,Male,10-19y,university,upper class,,Yes,before 2015,Yes,Yes,10238,8000.0,sedan,2,0,1,No Claim
589757,40-64,Female,20-29y,high school,upper class,0.5352743096602144,Yes,before 2015,Yes,Yes,92101,7000.0,sedan,2,0,0,No Claim
336859,16-25,Female,0-9y,university,middle class,0.6147359485632915,Yes,before 2015,No,Yes,10238,15000.0,sedan,0,0,0,Claim
788111,40-64,Female,20-29y,high school,poverty,0.4544471564329259,Yes,before 2015,Yes,Yes,10238,,sedan,1,0,1,No Claim
407453,40-64,Female,0-9y,university,upper class,0.6137409183819416,Yes,before 2015,No,No,10238,,sedan,0,0,0,No Claim
367026,40-64,Female,10-19y,high school,working class,0.5326613280250595,Yes,before 2015,Yes,Yes,10238,11000.0,sedan,0,0,0,No Claim
334687,40-64,Female,0-9y,university,middle class,0.4277285143019345,Yes,before 2015,No,No,10238,15000.0,sedan,0,0,0,Claim
623367,65+,Male,20-29y,university,upper class,0.6859457213719147,Yes,before 2015,Yes,Yes,32765,5000.0,sedan,4,1,4,No Claim
688440,65+,Male,10-19y,university,upper class,0.6936124267187082,Yes,before 2015,Yes,Yes,10238,10000.0,sedan,2,0,0,No Claim
547974,65+,Male,20-29y,high school,upper class,0.5979905963582334,No,before 2015,Yes,Yes,10238,12000.0,sedan,2,1,7,Claim
989064,26-39,Male,0-9y,none,poverty,0.3308186664986927,No,after 2015,Yes,Yes,10238,12000.0,sedan,0,0,0,Claim
422816,40-64,Male,20-29y,high school,working class,,Yes,before 2015,No,No,10238,12000.0,sedan,5,0,7,No Claim
307408,26-39,Female,10-19y,no education,working class,,Yes,before 2015,No,Yes,10238,9000.0,sedan,2,0,0,No Claim
675898,16-25,Male,0-9y,high school,middle class,0.5083042183803546,Yes,before 2015,No,Yes,10238,16000.0,sedan,0,0,0,No Claim
480452,26-39,Female,0-9y,university,upper class,0.7641329165005233,Yes,before 2015,Yes,Yes,10238,12000.0,sedan,0,0,0,No Claim
93199,40-64,Female,0-9y,university,middle class,0.4775169603837716,Yes,after 2015,Yes,Yes,10238,14000.0,sedan,0,0,0,No Claim
125802,40-64,Female,20-29y,university,upper class,0.6812332078486962,Yes,before 2015,Yes,Yes,10238,10000.0,sedan,0,0,1,No Claim
616663,40-64,Male,0-9y,university,upper class,0.4671555457007022,Yes,after 2015,No,No,10238,16000.0,sedan,0,0,0,No Claim
423497,16-25,Female,0-9y,high school,working class,0.3941632454999797,Yes,before 2015,No,No,10238,16000.0,sedan,0,0,0,Claim
492837,40-64,Female,10-19y,university,upper class,0.6610607322734078,Yes,after 2015,Yes,Yes,10238,14000.0,sedan,0,0,0,No Claim
422563,40-64,Male,20-29y,university,upper class,0.6651879748430346,No,before 2015,No,Yes,10238,14000.0,sedan,2,0,1,No Claim
185231,16-25,Female,0-9y,high school,middle class,0.560770206632082,Yes,before 2015,No,Yes,10238,11000.0,sedan,0,0,0,No Claim
949152,26-39,Female,10-19y,university,upper class,0.7454327103696547,No,after 2015,No,No,32765,9000.0,sedan,0,0,0,No Claim
859453,26-39,Male,10-19y,university,middle class,0.53257435224505,Yes,before 2015,Yes,Yes,10238,13000.0,sedan,1,0,2,No Claim
466578,26-39,Female,10-19y,high school,middle class,0.5267473391434415,Yes,after 2015,No,Yes,10238,14000.0,sedan,0,0,0,No Claim
998214,16-25,Female,0-9y,no education,poverty,0.4124517461654282,No,before 2015,No,No,10238,14000.0,sedan,0,0,0,Claim
828462,40-64,Male,20-29y,high school,working class,0.3871071449018297,No,before 2015,No,Yes,10238,16000.0,sedan,0,0,6,No Claim
511837,65+,Male,10-19y,high school,middle class,0.5499938678343249,Yes,before 2015,Yes,Yes,32765,9000.0,sedan,3,1,1,No Claim
554995,16-25,Male,0-9y,university,upper class,0.5853420947575604,Yes,before 2015,Yes,Yes,10238,12000.0,sports car,0,0,0,Claim
680717,65+,Male,30y+,none,middle class,0.5987396054343311,Yes,before 2015,Yes,Yes,10238,14000.0,sedan,6,1,3,No Claim
978021,40-64,Male,20-29y,university,upper class,0.6026557000791793,Yes,after 2015,Yes,Yes,10238,7000.0,sedan,4,0,6,No Claim
509815,26-39,Female,0-9y,high school,working class,0.5114570584803535,Yes,after 2015,Yes,Yes,32765,,sedan,0,0,0,No Claim
6676,40-64,Female,20-29y,high school,upper class,0.5586591735288894,No,before 2015,No,Yes,10238,15000.0,sedan,3,0,2,No Claim
362280,40-64,Male,10-19y,high school,working class,0.6284070137170304,No,before 2015,No,No,10238,13000.0,sedan,0,0,0,Claim
883018,40-64,Male,0-9y,high school,working class,0.5057903732571783,Yes,before 2015,No,Yes,10238,13000.0,sedan,0,0,0,No Claim
889355,26-39,Female,10-19y,university,upper class,0.7268184180645275,Yes,before 2015,Yes,Yes,10238,15000.0,sedan,2,0,0,No Claim
198273,65+,Male,20-29y,university,upper class,0.6904423335733175,Yes,after 2015,Yes,Yes,32765,9000.0,sedan,8,0,2,No Claim
197763,40-64,Male,20-29y,university,upper class,0.4796771646619314,No,after 2015,Yes,No,10238,14000.0,sedan,1,0,2,No Claim
55670,26-39,Male,10-19y,university,upper class,,Yes,after 2015,Yes,Yes,10238,11000.0,sedan,3,1,0,No Claim
545941,40-64,Female,20-29y,no education,working class,0.4405592041968235,Yes,after 2015,Yes,Yes,10238,11000.0,sedan,1,0,2,No Claim
814196,16-25,Female,0-9y,none,middle class,0.634052597196068,Yes,before 2015,No,Yes,32765,,sedan,0,0,0,Claim
560160,16-25,Female,0-9y,high school,poverty,0.4574695879943666,No,before 2015,No,No,10238,,sedan,0,0,0,No Claim
320444,26-39,Male,0-9y,no education,poverty,0.3086490182004943,No,before 2015,No,Yes,10238,14000.0,sedan,0,0,0,No Claim
305793,16-25,Male,0-9y,high school,poverty,0.2458351852340737,No,before 2015,Yes,Yes,10238,11000.0,sedan,0,0,0,Claim
362190,16-25,Male,0-9y,high school,poverty,0.3056465190413162,No,before 2015,No,No,10238,14000.0,sedan,0,0,0,Claim
62647,26-39,Male,10-19y,high school,upper class,0.7440140862681482,Yes,before 2015,No,No,10238,13000.0,sedan,2,0,1,No Claim
296948,40-64,Male,10-19y,university,upper class,0.6704645467899408,Yes,after 2015,Yes,Yes,10238,14000.0,sedan,0,0,0,No Claim
673660,65+,Female,30y+,high school,upper class,0.6830407984824192,No,after 2015,Yes,Yes,10238,10000.0,sedan,4,1,3,No Claim
945867,16-25,Male,0-9y,university,middle class,0.828628569053192,Yes,before 2015,No,No,10238,13000.0,sedan,0,0,0,Claim
391880,65+,Male,30y+,no education,middle class,,Yes,before 2015,Yes,Yes,32765,10000.0,sedan,12,2,2,No Claim
241973,65+,Female,30y+,high school,upper class,0.6293380939717407,Yes,before 2015,Yes,No,10238,11000.0,sedan,2,0,2,No Claim
429503,16-25,Male,0-9y,high school,poverty,0.28372421050714,No,before 2015,No,Yes,10238,15000.0,sedan,0,0,0,Claim
810013,16-25,Male,0-9y,university,working class,0.4576486815858435,Yes,after 2015,No,No,10238,14000.0,sports car,0,0,0,Claim
663458,16-25,Female,0-9y,high school,poverty,0.3049876423937953,No,before 2015,No,No,10238,15000.0,sedan,0,0,0,Claim
879976,16-25,Male,0-9y,high school,working class,0.5517442884135392,No,before 2015,Yes,Yes,32765,10000.0,sedan,0,0,0,Claim
418841,16-25,Male,0-9y,none,poverty,0.3186855562451054,Yes,before 2015,Yes,No,32765,9000.0,sedan,0,0,0,Claim
542236,26-39,Male,10-19y,no education,working class,0.436944194154781,Yes,before 2015,No,No,10238,12000.0,sedan,3,0,0,No Claim
937573,40-64,Male,10-19y,university,upper class,0.6291939843221722,Yes,before 2015,Yes,Yes,32765,7000.0,sedan,5,0,1,No Claim
670850,16-25,Male,0-9y,university,working class,0.4055600158887265,Yes,before 2015,No,No,10238,17000.0,sedan,0,0,0,Claim
151252,16-25,Male,0-9y,university,middle class,0.6235462115803201,Yes,before 2015,Yes,No,10238,11000.0,sedan,0,0,0,No Claim
706349,65+,Male,10-19y,university,upper class,0.7270329897821235,Yes,before 2015,Yes,Yes,10238,10000.0,sedan,1,1,2,No Claim
602998,65+,Male,20-29y,no education,working class,0.426828388879915,Yes,before 2015,Yes,No,10238,14000.0,sedan,3,1,7,No Claim
242772,26-39,Female,10-19y,none,middle class,0.5036589704487734,Yes,before 2015,No,Yes,10238,10000.0,sedan,1,2,0,No Claim
393449,26-39,Female,10-19y,high school,middle class,,No,before 2015,No,No,10238,12000.0,sedan,2,0,0,No Claim
380740,65+,Male,30y+,university,upper class,0.7264400018455291,Yes,after 2015,Yes,Yes,10238,7000.0,sedan,2,0,3,No Claim
938115,16-25,Female,0-9y,none,poverty,0.2444900931240796,No,before 2015,No,Yes,32765,,sedan,0,0,0,Claim
727943,16-25,Male,0-9y,university,middle class,0.5757707974509628,Yes,before 2015,No,No,10238,11000.0,sedan,0,0,0,Claim
766309,16-25,Male,0-9y,high school,poverty,,No,before 2015,No,No,10238,10000.0,sports car,0,0,0,Claim
261229,16-25,Male,0-9y,university,working class,0.468671965728324,Yes,after 2015,No,Yes,32765,9000.0,sedan,0,0,0,Claim
60866,65+,Male,20-29y,university,upper class,0.6970834558464781,No,after 2015,No,Yes,10238,13000.0,sedan,3,0,2,No Claim
752797,40-64,Female,20-29y,high school,working class,0.5429181079423034,Yes,before 2015,No,No,10238,15000.0,sedan,1,1,0,No Claim
45002,65+,Male,30y+,high school,upper class,0.6722562535141292,Yes,before 2015,Yes,Yes,10238,9000.0,sedan,4,1,2,No Claim
482448,16-25,Male,0-9y,none,poverty,0.3864066185703315,No,before 2015,No,No,32765,8000.0,sedan,0,0,0,Claim
549142,16-25,Male,0-9y,university,middle class,0.5512978330713669,Yes,before 2015,Yes,Yes,10238,12000.0,sedan,0,0,0,Claim
95138,40-64,Male,20-29y,high school,middle class,0.5985570254244251,No,after 2015,Yes,No,10238,14000.0,sedan,4,1,4,No Claim
851152,26-39,Female,10-19y,no education,working class,,No,before 2015,Yes,Yes,10238,,sedan,0,0,1,No Claim
615991,40-64,Female,20-29y,high school,upper class,0.5824219946087406,Yes,after 2015,Yes,Yes,10238,11000.0,sedan,2,0,1,No Claim
424820,26-39,Female,10-19y,high school,middle class,0.540182723180248,Yes,before 2015,Yes,Yes,10238,,sedan,0,0,1,No Claim
807847,65+,Male,20-29y,university,upper class,0.6330139475122963,Yes,after 2015,No,Yes,10238,14000.0,sedan,3,1,4,No Claim
758983,40-64,Male,20-29y,high school,middle class,0.552204630296896,Yes,after 2015,Yes,No,32765,12000.0,sedan,6,0,3,No Claim
987114,26-39,Female,0-9y,university,middle class,0.3266816101781183,No,before 2015,No,No,10238,16000.0,sedan,0,0,0,Claim
873457,40-64,Male,20-29y,high school,middle class,0.5880825424047316,Yes,before 2015,Yes,Yes,10238,13000.0,sedan,7,1,1,No Claim
699703,65+,Female,0-9y,university,upper class,0.7022748020975709,No,before 2015,Yes,Yes,92101,10000.0,sedan,0,0,0,Claim
563342,65+,Female,0-9y,university,upper class,0.7266055391975765,Yes,before 2015,No,Yes,10238,13000.0,sedan,0,0,0,No Claim
504412,26-39,Male,10-19y,university,working class,,No,before 2015,Yes,Yes,10238,12000.0,sedan,3,2,3,Claim
284106,65+,Male,30y+,university,upper class,0.73238212135242,Yes,before 2015,Yes,Yes,10238,12000.0,sedan,5,1,5,No Claim
78189,16-25,Female,0-9y,none,poverty,0.2012839211827758,Yes,before 2015,No,No,32765,12000.0,sedan,0,0,0,Claim
427520,26-39,Male,10-19y,university,middle class,0.4641607076311848,No,before 2015,No,No,10238,16000.0,sedan,0,1,0,No Claim
689030,40-64,Female,20-29y,university,upper class,0.6579677428053038,Yes,after 2015,Yes,No,92101,13000.0,sedan,1,0,1,No Claim
966467,65+,Male,30y+,university,upper class,0.6002161554309658,Yes,before 2015,Yes,Yes,10238,13000.0,sedan,5,2,4,No Claim
288712,65+,Male,30y+,university,upper class,0.6663760181644964,Yes,after 2015,Yes,Yes,10238,12000.0,sedan,3,0,7,No Claim
228114,26-39,Male,0-9y,high school,working class,0.4031472802313768,Yes,before 2015,Yes,Yes,10238,10000.0,sedan,0,0,0,No Claim
63715,65+,Male,20-29y,university,upper class,0.4169350441301069,Yes,before 2015,No,Yes,10238,13000.0,sedan,5,1,5,No Claim
624077,65+,Female,30y+,none,upper class,0.5948797136778915,Yes,before 2015,Yes,Yes,32765,8000.0,sports car,10,0,1,No Claim
726352,26-39,Male,10-19y,no education,poverty,0.3804265034620669,No,before 2015,Yes,Yes,10238,16000.0,sedan,1,0,1,No Claim
150072,16-25,Female,0-9y,none,poverty,,No,before 2015,No,No,21217,14000.0,sedan,0,0,0,Claim
792396,65+,Female,30y+,university,upper class,0.680617632406099,Yes,before 2015,Yes,Yes,10238,12000.0,sedan,1,2,2,No Claim
768933,40-64,Male,0-9y,high school,working class,0.3559504699938693,Yes,before 2015,No,Yes,10238,16000.0,sedan,0,0,0,Claim
452356,40-64,Female,10-19y,no education,middle class,,Yes,before 2015,No,Yes,32765,10000.0,sedan,2,0,0,No Claim
849811,65+,Female,30y+,high school,upper class,0.587831426389767,Yes,after 2015,Yes,No,32765,,sports car,3,0,1,No Claim
579336,65+,Female,10-19y,university,upper class,0.5733880426029547,Yes,after 2015,Yes,Yes,10238,10000.0,sedan,0,0,2,No Claim
648922,16-25,Male,0-9y,university,middle class,0.2964062828237805,Yes,before 2015,No,No,10238,13000.0,sedan,0,0,0,Claim
47909,65+,Male,10-19y,university,upper class,0.4295096986208441,Yes,before 2015,Yes,Yes,10238,10000.0,sedan,1,0,4,No Claim
619577,65+,Female,30y+,university,upper class,0.6885687186194461,Yes,after 2015,No,Yes,92101,11000.0,sedan,2,0,0,No Claim
212678,65+,Female,20-29y,university,upper class,0.700017431968704,Yes,after 2015,No,Yes,32765,13000.0,sedan,1,0,1,No Claim
579720,26-39,Male,10-19y,university,working class,0.4495886310379405,No,before 2015,No,Yes,10238,,sports car,0,0,1,Claim
995884,40-64,Female,20-29y,university,upper class,0.6900455818778344,Yes,after 2015,Yes,No,10238,11000.0,sedan,2,1,1,No Claim
226326,40-64,Female,10-19y,university,working class,0.4960298730510012,Yes,after 2015,No,No,10238,13000.0,sedan,0,0,1,No Claim
943922,26-39,Male,10-19y,university,upper class,0.6563457625165399,No,after 2015,Yes,Yes,32765,6000.0,sedan,8,0,0,No Claim
510116,40-64,Male,0-9y,high school,middle class,0.4983566259941653,Yes,after 2015,No,Yes,10238,12000.0,sedan,0,0,0,No Claim
536546,16-25,Female,0-9y,university,middle class,0.5463825431033477,Yes,before 2015,Yes,Yes,10238,12000.0,sedan,0,0,0,No Claim
75592,40-64,Female,10-19y,high school,working class,0.3158628767091658,Yes,before 2015,No,Yes,10238,11000.0,sedan,0,0,1,No Claim
487116,26-39,Male,10-19y,none,working class,0.5300643171181573,Yes,before 2015,No,No,10238,,sedan,1,0,2,Claim
936820,26-39,Female,10-19y,high school,working class,0.3578391720711443,Yes,before 2015,No,Yes,32765,12000.0,sedan,1,0,0,Claim
634050,65+,Male,10-19y,university,upper class,0.672756052841708,Yes,after 2015,Yes,Yes,10238,9000.0,sedan,1,0,2,No Claim
307397,40-64,Male,20-29y,university,upper class,0.7419993760301162,Yes,after 2015,No,Yes,10238,,sedan,2,0,2,No Claim
558748,65+,Female,30y+,university,upper class,0.6226519789949738,Yes,after 2015,Yes,Yes,10238,11000.0,sedan,1,0,0,No Claim
856630,16-25,Female,0-9y,high school,middle class,0.4801406677163008,No,after 2015,No,No,32765,14000.0,sedan,0,0,0,Claim
200009,65+,Male,30y+,university,upper class,0.6787954309829434,Yes,after 2015,Yes,Yes,10238,11000.0,sedan,5,1,3,No Claim
784462,65+,Male,30y+,university,upper class,,Yes,before 2015,Yes,Yes,32765,10000.0,sedan,13,1,6,No Claim
792252,40-64,Female,20-29y,university,upper class,0.5152467080125883,Yes,after 2015,No,Yes,10238,12000.0,sedan,2,0,1,No Claim
462586,26-39,Male,10-19y,none,working class,0.4899205986325767,Yes,before 2015,No,Yes,10238,13000.0,sedan,3,0,1,No Claim
577965,65+,Male,30y+,high school,middle class,0.4219579486132668,Yes,before 2015,No,Yes,10238,11000.0,sedan,4,0,6,No Claim
818248,40-64,Male,20-29y,university,upper class,0.5843548496662949,Yes,before 2015,No,No,10238,,sedan,1,0,2,No Claim
491438,16-25,Male,0-9y,no education,poverty,,No,before 2015,No,No,10238,9000.0,sedan,0,0,0,Claim
896587,65+,Female,30y+,high school,upper class,0.5581569698935803,Yes,after 2015,No,Yes,10238,14000.0,sedan,0,0,0,No Claim
431538,16-25,Male,0-9y,high school,poverty,0.19414954837432,No,before 2015,Yes,No,10238,12000.0,sports car,0,0,0,Claim
164516,16-25,Male,0-9y,high school,poverty,0.300497330390378,No,before 2015,No,No,10238,13000.0,sedan,0,0,0,Claim
479577,40-64,Female,20-29y,university,upper class,0.6670906918498556,Yes,after 2015,Yes,Yes,10238,7000.0,sedan,4,0,0,No Claim
395233,40-64,Male,0-9y,high school,upper class,0.6130724079074048,Yes,before 2015,Yes,No,10238,,sedan,0,0,0,Claim
221838,40-64,Male,10-19y,university,upper class,,Yes,after 2015,Yes,No,10238,11000.0,sedan,3,0,2,No Claim
938476,26-39,Male,10-19y,high school,middle class,0.5952817629709132,Yes,before 2015,Yes,Yes,32765,8000.0,sedan,1,0,1,No Claim
112454,26-39,Male,0-9y,none,poverty,0.3482357882933829,No,before 2015,Yes,Yes,32765,7000.0,sedan,0,0,0,Claim
91246,26-39,Male,10-19y,high school,working class,0.3566396714745861,Yes,after 2015,Yes,Yes,10238,8000.0,sedan,3,0,1,No Claim
2743,26-39,Female,10-19y,none,working class,0.3486591269429803,No,before 2015,Yes,No,21217,12000.0,sedan,0,0,0,Claim
248888,40-64,Male,0-9y,high school,middle class,0.5594684860915574,Yes,before 2015,No,Yes,32765,12000.0,sedan,0,0,0,Claim
195523,16-25,Male,0-9y,high school,poverty,0.514483730987584,No,before 2015,No,No,10238,12000.0,sedan,0,0,0,Claim
981926,40-64,Female,20-29y,university,upper class,0.5626384060668865,Yes,after 2015,No,Yes,10238,13000.0,sedan,2,1,0,No Claim
593426,40-64,Male,20-29y,university,middle class,0.5717246252857962,Yes,before 2015,No,Yes,32765,15000.0,sedan,2,2,1,No Claim
235574,65+,Female,30y+,university,upper class,0.6510078690171576,Yes,after 2015,Yes,Yes,10238,12000.0,sedan,5,0,2,No Claim
440993,16-25,Male,0-9y,university,working class,0.3707348173567914,Yes,before 2015,No,No,10238,12000.0,sedan,0,0,0,Claim
446993,16-25,Male,0-9y,high school,poverty,0.3051450776813433,Yes,before 2015,No,No,10238,14000.0,sedan,0,0,0,No Claim
82684,26-39,Male,10-19y,university,upper class,0.5744144216758436,Yes,before 2015,No,No,32765,,sedan,2,0,5,Claim
301242,26-39,Female,10-19y,university,middle class,0.4500145680826032,Yes,before 2015,No,Yes,10238,13000.0,sedan,1,0,1,No Claim
784122,26-39,Male,10-19y,university,upper class,0.6364490959261638,Yes,before 2015,Yes,Yes,10238,,sedan,0,1,4,No Claim
884967,65+,Male,30y+,university,upper class,0.4576717029360895,No,before 2015,Yes,Yes,10238,,sedan,4,0,8,No Claim
7722,26-39,Female,0-9y,high school,poverty,0.3357473732007096,No,before 2015,No,Yes,10238,15000.0,sedan,0,0,0,Claim
278557,26-39,Female,10-19y,none,poverty,0.3186947648911332,No,before 2015,No,Yes,32765,,sports car,1,2,0,No Claim
